DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SI,2019-Q1,50.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SI,2019-Q2,13.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SI,2019-Q3,-25.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SI,2019-Q4,100.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SI,2020-Q1,25.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SI,2020-Q2,-23.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SI,2020-Q3,22.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SI,2020-Q4,-68.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SI,2021-Q1,-53.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SI,2021-Q2,-23.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SI,2021-Q3,-45.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SI,2021-Q4,71.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SK,2018-Q1,800.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SK,2018-Q2,366.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SK,2018-Q3,46.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SK,2018-Q4,90.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SK,2019-Q1,-11.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SK,2019-Q2,42.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SK,2019-Q3,42.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SK,2019-Q4,0.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SK,2020-Q1,-18.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SK,2020-Q2,-10.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SK,2020-Q3,-70.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SK,2020-Q4,-14.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SK,2021-Q1,-61.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SK,2021-Q2,-11.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SK,2021-Q3,25.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,NSA,PCH_SM,SK,2021-Q4,-33.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BE,2018-Q1,103.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BE,2018-Q2,107.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BE,2018-Q3,127.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BE,2018-Q4,149.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BE,2019-Q1,138.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BE,2019-Q2,151.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BE,2019-Q3,131.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BE,2019-Q4,152.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BE,2020-Q1,136.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BE,2020-Q2,62.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BE,2020-Q3,117.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BE,2020-Q4,83.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BE,2021-Q1,91.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BE,2021-Q2,88.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BE,2021-Q3,79.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BE,2021-Q4,93.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BG,2018-Q1,69.3,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BG,2018-Q2,80.7,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BG,2018-Q3,45.8,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BG,2018-Q4,68.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BG,2019-Q1,52.6,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BG,2019-Q2,66.4,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BG,2019-Q3,62.8,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BG,2019-Q4,61.4,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BG,2020-Q1,50.2,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BG,2020-Q2,33.2,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BG,2020-Q3,60.4,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BG,2020-Q4,50.5,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BG,2021-Q1,54.9,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BG,2021-Q2,73.5,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BG,2021-Q3,38.7,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,BG,2021-Q4,54.8,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,CY,2018-Q1,400.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,CY,2018-Q2,0.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,CY,2018-Q3,0.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,CY,2018-Q4,0.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,CY,2019-Q1,0.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,CY,2019-Q2,0.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,CY,2019-Q3,0.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,CY,2019-Q4,0.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,CY,2020-Q1,0.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,CY,2020-Q2,0.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,CY,2020-Q3,0.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,CY,2020-Q4,0.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,CY,2021-Q1,0.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,CY,2021-Q2,2600.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,CY,2021-Q3,200.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,CY,2021-Q4,0.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DE,2018-Q1,96.9,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DE,2018-Q2,87.6,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DE,2018-Q3,99.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DE,2018-Q4,81.2,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DE,2019-Q1,90.1,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DE,2019-Q2,87.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DE,2019-Q3,91.8,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DE,2019-Q4,90.4,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DE,2020-Q1,77.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DE,2020-Q2,77.3,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DE,2020-Q3,67.8,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DE,2020-Q4,82.6,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DE,2021-Q1,84.6,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DE,2021-Q2,88.4,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DE,2021-Q3,74.3,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DE,2021-Q4,77.1,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DK,2018-Q1,171.2,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DK,2018-Q2,230.6,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DK,2018-Q3,215.6,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DK,2018-Q4,234.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DK,2019-Q1,309.9,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DK,2019-Q2,275.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DK,2019-Q3,233.4,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DK,2019-Q4,234.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DK,2020-Q1,147.1,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DK,2020-Q2,172.4,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DK,2020-Q3,190.8,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DK,2020-Q4,158.3,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DK,2021-Q1,317.4,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DK,2021-Q2,210.2,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DK,2021-Q3,209.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,DK,2021-Q4,248.6,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EA19,2018-Q1,99.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EA19,2018-Q2,95.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EA19,2018-Q3,100.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EA19,2018-Q4,94.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EA19,2019-Q1,99.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EA19,2019-Q2,93.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EA19,2019-Q3,99.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EA19,2019-Q4,94.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EA19,2020-Q1,77.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EA19,2020-Q2,65.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EA19,2020-Q3,85.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EA19,2020-Q4,92.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EA19,2021-Q1,93.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EA19,2021-Q2,93.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EA19,2021-Q3,93.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EA19,2021-Q4,84.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EE,2018-Q1,70.8,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EE,2018-Q2,12.7,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EE,2018-Q3,0.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EE,2018-Q4,178.5,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EE,2019-Q1,151.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EE,2019-Q2,172.7,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EE,2019-Q3,57.4,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EE,2019-Q4,98.8,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EE,2020-Q1,71.3,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EE,2020-Q2,12.6,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EE,2020-Q3,296.9,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EE,2020-Q4,19.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EE,2021-Q1,0.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EE,2021-Q2,172.5,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EE,2021-Q3,136.8,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EE,2021-Q4,99.1,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,ES,2018-Q1,109.9,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,ES,2018-Q2,122.5,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,ES,2018-Q3,94.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,ES,2018-Q4,89.6,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,ES,2019-Q1,101.8,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,ES,2019-Q2,87.8,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,ES,2019-Q3,103.1,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,ES,2019-Q4,102.6,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,ES,2020-Q1,77.4,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,ES,2020-Q2,80.9,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,ES,2020-Q3,178.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,ES,2020-Q4,216.4,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,ES,2021-Q1,249.9,ps
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,ES,2021-Q2,241.7,ps
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,ES,2021-Q3,279.1,ps
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,ES,2021-Q4,223.0,ps
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EU27_2020,2018-Q1,99.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EU27_2020,2018-Q2,97.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EU27_2020,2018-Q3,100.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EU27_2020,2018-Q4,96.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EU27_2020,2019-Q1,102.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EU27_2020,2019-Q2,94.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EU27_2020,2019-Q3,100.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EU27_2020,2019-Q4,97.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EU27_2020,2020-Q1,75.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EU27_2020,2020-Q2,73.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EU27_2020,2020-Q3,90.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EU27_2020,2020-Q4,92.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EU27_2020,2021-Q1,99.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EU27_2020,2021-Q2,90.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EU27_2020,2021-Q3,90.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,EU27_2020,2021-Q4,85.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,FR,2018-Q1,87.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,FR,2018-Q2,93.5,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,FR,2018-Q3,92.0,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,FR,2018-Q4,93.9,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,FR,2019-Q1,95.6,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,FR,2019-Q2,89.5,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,FR,2019-Q3,88.4,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,FR,2019-Q4,82.1,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,FR,2020-Q1,59.2,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,FR,2020-Q2,48.6,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,FR,2020-Q3,60.3,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,FR,2020-Q4,51.9,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,FR,2021-Q1,44.5,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,FR,2021-Q2,41.9,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,FR,2021-Q3,44.3,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,FR,2021-Q4,47.3,s
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,HU,2018-Q1,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,HU,2018-Q2,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,HU,2018-Q3,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,HU,2018-Q4,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,HU,2019-Q1,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,P-S_X_S94,SCA,I15,HU,2019-Q2,,c
