DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,ES,2020-Q1,-11.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,ES,2020-Q2,-37.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,ES,2020-Q3,10.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,ES,2020-Q4,10.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,ES,2021-Q1,130.2,p
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,ES,2021-Q2,215.8,p
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,ES,2021-Q3,41.0,p
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,ES,2021-Q4,17.2,p
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,EU27_2020,2018-Q1,-2.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,EU27_2020,2018-Q2,4.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,EU27_2020,2018-Q3,3.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,EU27_2020,2018-Q4,0.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,EU27_2020,2019-Q1,1.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,EU27_2020,2019-Q2,-4.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,EU27_2020,2019-Q3,2.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,EU27_2020,2019-Q4,3.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,EU27_2020,2020-Q1,-11.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,EU27_2020,2020-Q2,-32.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,EU27_2020,2020-Q3,-18.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,EU27_2020,2020-Q4,-17.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,EU27_2020,2021-Q1,17.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,EU27_2020,2021-Q2,36.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,EU27_2020,2021-Q3,7.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,EU27_2020,2021-Q4,1.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,FR,2018-Q1,-5.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,FR,2018-Q2,-1.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,FR,2018-Q3,22.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,FR,2018-Q4,6.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,FR,2019-Q1,5.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,FR,2019-Q2,2.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,FR,2019-Q3,-16.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,FR,2019-Q4,-9.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,FR,2020-Q1,-27.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,FR,2020-Q2,-51.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,FR,2020-Q3,-26.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,FR,2020-Q4,-27.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,FR,2021-Q1,-12.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,FR,2021-Q2,30.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,FR,2021-Q3,-21.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,FR,2021-Q4,-1.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,HU,2018-Q1,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,HU,2018-Q2,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,HU,2018-Q3,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,HU,2018-Q4,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,HU,2019-Q1,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,HU,2019-Q2,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,HU,2019-Q3,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,HU,2019-Q4,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,HU,2020-Q1,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,HU,2020-Q2,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,HU,2020-Q3,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,HU,2020-Q4,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,HU,2021-Q1,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,HU,2021-Q2,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,HU,2021-Q3,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,HU,2021-Q4,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IS,2018-Q1,116.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IS,2018-Q2,87.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IS,2018-Q3,-20.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IS,2018-Q4,0.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IS,2019-Q1,-34.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IS,2019-Q2,-30.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IS,2019-Q3,16.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IS,2019-Q4,-26.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IS,2020-Q1,9.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IS,2020-Q2,-26.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IS,2020-Q3,-28.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IS,2020-Q4,-53.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IS,2021-Q1,25.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IS,2021-Q2,139.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IS,2021-Q3,59.8,p
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IS,2021-Q4,41.2,p
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IT,2018-Q1,-3.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IT,2018-Q2,-7.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IT,2018-Q3,-6.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IT,2018-Q4,-12.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IT,2019-Q1,-4.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IT,2019-Q2,-6.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IT,2019-Q3,0.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IT,2019-Q4,4.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IT,2020-Q1,-17.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IT,2020-Q2,-70.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IT,2020-Q3,-27.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IT,2020-Q4,-5.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IT,2021-Q1,6.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IT,2021-Q2,176.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IT,2021-Q3,31.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,IT,2021-Q4,-14.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LT,2018-Q1,-12.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LT,2018-Q2,-24.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LT,2018-Q3,-24.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LT,2018-Q4,-3.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LT,2019-Q1,-23.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LT,2019-Q2,-17.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LT,2019-Q3,-43.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LT,2019-Q4,-28.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LT,2020-Q1,-31.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LT,2020-Q2,-54.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LT,2020-Q3,-58.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LT,2020-Q4,-37.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LT,2021-Q1,-37.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LT,2021-Q2,6.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LT,2021-Q3,82.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LT,2021-Q4,14.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LU,2018-Q1,60.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LU,2018-Q2,12.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LU,2018-Q3,13.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LU,2018-Q4,47.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LU,2019-Q1,-8.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LU,2019-Q2,-12.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LU,2019-Q3,40.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LU,2019-Q4,2.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LU,2020-Q1,23.2,p
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LU,2020-Q2,-22.9,p
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LU,2020-Q3,-30.0,p
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LU,2020-Q4,-14.9,p
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LU,2021-Q1,-10.1,p
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LU,2021-Q2,116.2,p
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LU,2021-Q3,10.2,p
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LU,2021-Q4,4.8,p
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LV,2018-Q1,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LV,2018-Q2,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LV,2018-Q3,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LV,2018-Q4,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LV,2019-Q1,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LV,2019-Q2,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LV,2019-Q3,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LV,2019-Q4,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LV,2020-Q1,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LV,2020-Q2,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LV,2020-Q3,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LV,2020-Q4,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LV,2021-Q1,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LV,2021-Q2,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LV,2021-Q3,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,LV,2021-Q4,,c
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NL,2018-Q1,-24.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NL,2018-Q2,-14.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NL,2018-Q3,-9.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NL,2018-Q4,-14.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NL,2019-Q1,-3.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NL,2019-Q2,11.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NL,2019-Q3,-1.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NL,2019-Q4,20.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NL,2020-Q1,-3.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NL,2020-Q2,-9.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NL,2020-Q3,-27.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NL,2020-Q4,-42.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NL,2021-Q1,-42.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NL,2021-Q2,-49.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NL,2021-Q3,-34.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NL,2021-Q4,-20.9,p
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NO,2018-Q1,7.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NO,2018-Q2,5.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NO,2018-Q3,8.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NO,2018-Q4,-8.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NO,2019-Q1,-6.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NO,2019-Q2,2.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NO,2019-Q3,12.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NO,2019-Q4,23.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NO,2020-Q1,7.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NO,2020-Q2,-12.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NO,2020-Q3,-23.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NO,2020-Q4,-13.9,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NO,2021-Q1,-30.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NO,2021-Q2,-19.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NO,2021-Q3,-15.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,NO,2021-Q4,-31.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PL,2018-Q1,-7.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PL,2018-Q2,93.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PL,2018-Q3,10.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PL,2018-Q4,-12.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PL,2019-Q1,-29.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PL,2019-Q2,-27.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PL,2019-Q3,0.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PL,2019-Q4,18.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PL,2020-Q1,23.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PL,2020-Q2,19.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PL,2020-Q3,-14.3,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PL,2020-Q4,-38.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PL,2021-Q1,9.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PL,2021-Q2,-52.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PL,2021-Q3,0.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PL,2021-Q4,-6.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PT,2018-Q1,2.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PT,2018-Q2,9.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PT,2018-Q3,-22.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PT,2018-Q4,-11.0,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PT,2019-Q1,-25.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PT,2019-Q2,-67.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PT,2019-Q3,-19.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PT,2019-Q4,-35.2,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PT,2020-Q1,-8.8,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PT,2020-Q2,76.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PT,2020-Q3,7.4,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PT,2020-Q4,-2.6,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PT,2021-Q1,-17.7,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PT,2021-Q2,10.5,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PT,2021-Q3,-34.1,
ESTAT:STS_RB_Q(1.0),20/04/22 11:00:00,Q,BKRT,K-N,NSA,PCH_SM,PT,2021-Q4,-8.5,
